City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
351,al quwayrah,29.8004,35.3116,29.48,25,0,1.26,JO,1727426952
352,pisco,-13.7,-76.2167,17.03,82,100,2.57,PE,1727426953
353,nadi,-17.8,177.4167,25.0,69,40,1.54,FJ,1727426869
354,gafsa,34.425,8.7842,27.12,50,0,1.03,TN,1727426956
355,shush,32.1942,48.2436,39.3,10,0,2.18,IR,1727426958
356,delta del tigre,-34.7633,-56.3853,10.1,90,0,2.56,UY,1727426960
357,al jawf,29.5,38.75,34.54,17,0,2.46,SA,1727426961
358,ulladulla,-35.35,150.4667,11.39,70,13,1.54,AU,1727426962
359,chibougamau,49.9168,-74.3659,12.79,100,100,2.06,CA,1727426964
360,trairi,-3.2778,-39.2689,24.68,79,100,5.3,BR,1727426965
361,ternate,0.8,127.4,27.56,75,100,0.64,ID,1727426967
362,laguna,38.421,-121.4238,17.25,78,0,1.54,US,1727426968
363,moranbah,-22.0016,148.0466,24.79,24,0,4.08,AU,1727426969
364,mandalgovi,45.7625,106.2708,18.79,39,100,4.43,MN,1727426971
365,tangalle,6.024,80.7911,31.95,57,83,7.81,LK,1727426972
366,tougue,11.4667,-11.6,20.38,98,100,0.79,GN,1727426974
367,sinabang,2.4803,96.3801,29.63,69,83,2.39,ID,1727426975
368,ust-nera,64.5667,143.2,1.82,81,98,2.11,RU,1727426978
369,piti village,13.4626,144.6933,29.49,78,0,2.57,GU,1727426979
370,cadale,2.7603,46.3222,27.86,69,44,9.19,SO,1727426981
371,awjilah,29.1081,21.2869,28.82,44,0,3.67,LY,1727426982
372,kimbe,-5.5502,150.1429,26.41,87,41,0.54,PG,1727426983
373,galle,6.0367,80.217,27.91,80,41,7.46,LK,1727426985
374,mangrul pir,20.3167,77.35,28.62,76,95,6.44,IN,1727426986
375,moroto,2.5345,34.6666,28.76,36,48,1.22,UG,1727426987
376,sinop,41.7711,34.8709,23.7,53,3,2.92,TR,1727426989
377,egilsstadir,65.2653,-14.3948,0.95,86,75,5.14,IS,1727426990
378,altamira,-3.2033,-52.2064,22.79,78,66,1.42,BR,1727426992
379,playa del ingles,27.7567,-15.5787,23.86,81,73,2.03,ES,1727426993
380,verkhnevilyuysk,63.4453,120.3167,5.07,67,48,1.24,RU,1727426994
381,martapura,-3.4167,114.85,30.9,57,100,1.09,ID,1727426996
382,chonchi,-42.6128,-73.8092,6.73,97,100,3.31,CL,1727426997
383,tralee,52.2704,-9.7026,10.14,81,40,3.6,IE,1727426999
384,jutai,-5.1833,-68.9,22.38,93,100,1.36,BR,1727427000
385,dellys,36.9172,3.9131,25.03,67,10,5.45,DZ,1727427001
386,ryotsu-minato,38.0833,138.4333,20.8,78,99,4.92,JP,1727427003
387,alice springs,-23.7,133.8833,25.75,22,13,4.63,AU,1727427004
388,bijie,27.3125,105.2942,24.36,70,95,6.01,CN,1727427006
389,bata,1.8639,9.7658,25.3,86,100,2.22,GQ,1727427007
390,mutare,-18.9707,32.6709,34.18,9,0,4.12,ZW,1727427008
391,ghat,24.9647,10.1728,34.09,24,16,2.87,LY,1727427010
392,lokhvytsya,50.3678,33.2602,23.66,41,100,9.11,UA,1727427011
393,crane,31.3974,-102.3501,20.84,51,0,3.36,US,1727427012
394,la ronge,55.1001,-105.2842,8.14,81,0,3.6,CA,1727427014
395,coahuayana de hidalgo,18.7,-103.6583,22.39,98,100,2.6,MX,1727427015
396,port alberni,49.2413,-124.8028,13.85,89,99,4.47,CA,1727427017
397,rio grande,-32.035,-52.0986,15.31,93,91,6.45,BR,1727427018
398,hadibu,12.65,54.0333,27.74,74,61,8.0,YE,1727427019
399,corumba,-19.0092,-57.6533,19.89,75,5,2.48,BR,1727427021
400,dolinsk,47.35,142.8,11.21,99,49,1.17,RU,1727427022
401,massena,44.9281,-74.8919,13.81,100,100,0.0,US,1727427024
402,karymskoye,51.6167,114.35,10.21,39,100,2.51,RU,1727427025
403,bull savanna,17.8868,-77.5902,25.24,86,21,4.16,JM,1727427026
404,suva,-18.1416,178.4415,23.71,73,75,5.14,FJ,1727427028
405,port blair,11.6667,92.75,30.02,79,40,2.06,IN,1727427029
406,minas de matahambre,22.5887,-83.9447,24.37,94,100,1.85,CU,1727427030
407,kailua-kona,19.6406,-155.9956,26.98,75,0,2.06,US,1727426953
408,labuan,5.2767,115.2417,30.2,79,20,1.54,MY,1727427033
409,selfoss,63.9331,-20.9971,3.91,81,98,2.37,IS,1727427035
410,az zuwaytinah,30.9522,20.1202,26.24,59,0,3.29,LY,1727427036
411,varoska rijeka,45.0847,16.0142,23.85,55,21,4.19,BA,1727427037
412,valparaiso,-33.0393,-71.6273,6.8,87,0,1.03,CL,1727427039
413,askoy,60.4092,5.226,9.87,71,0,5.14,NO,1727427040
414,alofi,-19.0595,-169.9187,22.94,78,100,5.66,NU,1727427042
415,campoverde,-8.4753,-74.8058,26.83,91,100,0.9,PE,1727427043
416,ocean shores,46.9737,-124.1563,14.97,97,100,2.51,US,1727427044
417,bilariaganj,26.1986,83.2333,25.05,94,100,5.15,IN,1727427046
418,callao,-12.0667,-77.15,17.16,77,100,2.57,PE,1727427047
419,gallipoli,40.4103,26.6708,26.23,28,0,5.02,TR,1727427049
420,new norfolk,-42.7826,147.0587,11.07,91,95,0.93,AU,1727427050
421,fuyang,32.9,115.8167,26.72,62,45,4.54,CN,1727427051
422,san juan,-31.5375,-68.5364,12.39,34,0,2.32,AR,1727427053
423,nuevitas,21.5453,-77.2644,25.22,91,100,1.25,CU,1727427054
424,augusta,48.3667,10.8833,17.39,77,0,3.6,DE,1727427055
425,jincheng,35.5022,112.8328,22.25,62,94,6.75,CN,1727427057
426,cartagena,10.3997,-75.5144,25.79,94,40,1.03,CO,1727427058
427,eyl,7.9803,49.8164,33.87,39,100,11.49,SO,1727427060
428,fisterra,42.9049,-9.2629,15.75,67,11,8.58,ES,1727427061
429,illizi,26.4833,8.4667,35.53,22,0,4.15,DZ,1727427062
430,santo antonio,-6.3106,-35.4789,22.01,87,51,3.51,BR,1727427064
431,pahrump,36.2083,-115.9839,23.47,18,0,0.45,US,1727427065
432,kodinsk,58.6881,99.1844,3.23,75,100,2.58,RU,1727427067
433,meulaboh,4.1363,96.1285,29.16,72,70,3.5,ID,1727427068
434,walvis bay,-22.9575,14.5053,16.53,72,66,5.66,NA,1727427069
435,kolokani,13.5728,-8.0339,25.53,76,100,0.98,ML,1727427071
436,kolonia,50.9333,6.95,15.59,81,75,4.12,DE,1727427072
437,cayeli,41.0923,40.7292,22.96,76,57,2.46,TR,1727427073
438,guanica,17.9716,-66.908,27.7,64,61,1.65,PR,1727427075
439,idri,27.5,13.2667,30.44,27,97,5.1,LY,1727427076
440,westport,41.1415,-73.3579,18.79,90,100,2.57,US,1727427078
441,bardai,11.65,7.2333,28.54,61,86,1.97,NG,1727427079
442,katabu,-4.9333,122.5167,29.48,60,73,3.43,ID,1727427080
443,ribeira brava,32.65,-17.0667,24.35,73,17,0.75,PT,1727427082
444,lucea,18.451,-78.1736,26.59,83,0,1.88,JM,1727427083
445,yelizovo,53.1873,158.3805,9.08,76,0,2.0,RU,1727427085
446,lakatoro,-16.0999,167.4164,24.69,81,16,4.64,VU,1727427086
447,foca,38.6703,26.7566,26.92,51,0,2.96,TR,1727427087
448,hammerfest,70.6634,23.6821,6.25,75,75,6.17,NO,1727427089
449,sohar,24.3643,56.7468,34.01,66,99,4.12,OM,1727427090
450,morro do chapeu,-11.55,-41.1561,14.75,89,100,4.41,BR,1727427091
451,kenai,60.5544,-151.2583,7.05,91,100,3.09,US,1727427093
452,marquelia,16.5833,-98.8167,23.68,98,100,2.21,MX,1727427094
453,adh dhibiyah,24.5014,45.9686,36.87,13,42,4.37,SA,1727427096
454,afaahiti,-17.75,-149.2833,25.2,82,14,3.82,PF,1727427097
455,umm kaddadah,13.6017,26.6876,34.67,21,11,3.56,SD,1727427098
456,san patricio,28.017,-97.5169,20.97,54,0,3.08,US,1727427100
457,providence,41.824,-71.4128,17.59,93,100,1.54,US,1727427101
458,jinjiang,24.8198,118.5741,27.47,82,73,4.11,CN,1727427103
459,calvinia,-31.4707,19.776,17.9,36,0,0.51,ZA,1727427104
460,kill devil hills,36.0307,-75.676,25.01,93,0,3.6,US,1727427105
461,betio village,1.358,172.9211,29.02,68,7,3.54,KI,1727427108
462,ulimang,7.6242,134.6421,28.61,73,9,2.83,PW,1727427110
463,kargasok,59.0556,80.8572,3.29,77,100,2.93,RU,1727427111
464,kapuskasing,49.4169,-82.4331,7.0,100,0,0.0,CA,1727427112
465,okha,53.5739,142.9478,10.19,81,97,3.31,RU,1727427114
466,puerto aysen,-45.4,-72.7,3.53,99,98,2.15,CL,1727427115
467,tommot,58.9564,126.2925,4.1,81,100,2.57,RU,1727427117
468,kitimat,54.0524,-128.6534,6.62,28,100,1.37,CA,1727427118
469,hirara,24.8,125.2833,29.92,79,75,7.72,JP,1727427119
470,tshabong,-26.05,22.45,27.73,10,8,1.47,BW,1727427121
471,quang ngai,15.1167,108.8,29.52,72,100,2.75,VN,1727427122
472,teluknaga,-6.0989,106.6381,33.02,55,20,6.71,ID,1727427123
473,notodden,59.5594,9.2585,8.2,81,20,1.34,NO,1727427125
474,robertsport,6.7533,-11.3686,25.15,89,100,2.88,LR,1727427126
475,visby,57.6409,18.296,16.12,82,40,8.75,SE,1727427128
476,sudislavl',57.8817,41.7083,19.21,39,100,7.37,RU,1727427131
477,halmeu,47.9667,23.0167,22.7,50,64,5.65,RO,1727427132
478,newman,37.3138,-121.0208,17.24,78,0,1.64,US,1727427133
479,buta,2.7858,24.73,29.81,58,100,1.54,CD,1727427135
480,kattivakkam,13.2167,80.3167,33.41,78,100,6.65,IN,1727427136
481,jayapura,-2.5333,140.7,29.66,83,60,1.85,ID,1727427138
482,reggane,26.7158,0.1714,35.56,21,2,2.26,DZ,1727427139
483,susuman,62.7833,148.1667,2.49,69,3,1.62,RU,1727427140
484,camiri,-20.05,-63.5167,15.8,66,100,0.65,BO,1727427142
485,boa vista,2.8197,-60.6733,26.99,83,40,2.06,BR,1727427143
486,natal,-5.795,-35.2094,22.12,88,75,2.06,BR,1727427145
487,ugoofaaru,5.6667,73.0,27.34,85,28,6.16,MV,1727427146
488,eilat,29.5581,34.9482,30.91,51,0,6.17,IL,1727427147
489,grand falls-windsor,48.9332,-55.6649,6.84,94,100,1.51,CA,1727427149
490,novoarkhanhel's'k,48.658,30.8182,25.91,41,58,8.56,UA,1727427150
491,entebbe,0.0644,32.4469,26.7,52,59,2.66,UG,1727427151
492,vicam,27.6333,-110.2833,30.3,17,0,3.12,MX,1727427153
493,dundaga,57.5167,22.35,14.19,92,100,4.5,LV,1727427154
494,lorengau,-2.0226,147.2712,27.68,75,91,1.23,PG,1727427156
495,sabha,27.0377,14.4283,31.56,26,1,3.92,LY,1727427157
496,praia da vitoria,38.7333,-27.0667,22.14,88,40,4.19,PT,1727427158
497,dakhla,23.6848,-15.958,22.01,83,40,3.6,EH,1727427161
498,yigo village,13.5361,144.8886,28.62,82,0,3.6,GU,1727427163
499,watsa,3.0372,29.5355,28.11,56,52,1.45,CD,1727427164
500,fauske,67.2588,15.3918,7.19,80,48,1.89,NO,1727427165
501,amga,60.8953,131.9608,9.8,91,100,4.7,RU,1727427167
502,ivanteyevka,55.9711,37.9208,21.32,41,100,8.52,RU,1727427168
503,port augusta,-32.5,137.7667,18.32,23,13,4.47,AU,1727427170
504,ilongero,-4.6667,34.8667,28.18,25,48,3.41,TZ,1727427171
505,tari,-11.1105,14.3559,25.93,49,19,2.37,AO,1727427172
506,mili,6.0815,171.735,28.89,74,19,3.45,MH,1727427174
507,sterling,39.0062,-77.4286,22.53,85,100,0.0,US,1727427175
508,brady,31.1352,-99.3351,16.25,77,0,1.54,US,1727427177
509,el calafate,-50.3408,-72.2768,4.94,78,26,1.63,AR,1727427178
510,santa cruz,-17.8,-63.1667,20.7,64,75,7.72,BO,1727427179
511,trinidad,-14.8333,-64.9,21.82,52,0,4.17,BO,1727427181
512,berdigestyakh,62.0989,126.6992,2.02,98,100,3.57,RU,1727427182
513,pechora,65.1472,57.2244,15.68,60,98,7.0,RU,1727427183
514,howrah,22.5892,88.3103,31.0,79,75,3.09,IN,1727427185
515,mana,5.6592,-53.7767,25.34,91,65,2.64,GF,1727427186
516,mangrol,21.1167,70.1167,25.84,92,100,6.05,IN,1727427188
517,selebi-phikwe,-21.979,27.8498,34.35,15,4,5.47,BW,1727427189
518,leh,34.1667,77.5833,13.98,25,65,1.93,IN,1727427190
519,fort bragg,35.139,-79.006,24.95,95,100,5.14,US,1727427192
520,najran,17.4924,44.1277,31.89,14,85,5.98,SA,1727427193
521,san andres,12.5847,-81.7006,28.01,89,20,1.03,CO,1727427195
522,shache,38.4167,77.2406,30.44,13,59,3.96,CN,1727427196
523,i-n-salah,27.1935,2.4607,35.78,22,0,4.92,DZ,1727427197
524,kipushi,-11.7667,27.2333,31.45,14,2,3.19,CD,1727427199
525,iwanai,42.9744,140.5089,17.82,87,38,2.28,JP,1727427200
526,kadnikov,59.5022,40.338,17.01,49,100,6.49,RU,1727427202
527,coquimbo,-29.9533,-71.3436,11.85,100,100,1.54,CL,1727427203
528,wuchang,44.9143,127.15,15.16,70,21,2.55,CN,1727427204
529,banikoara,11.2985,2.4386,27.99,74,10,2.03,BJ,1727427206
530,prince rupert,54.3161,-130.3201,8.83,93,100,7.2,CA,1727427207
531,asola,45.2211,10.4136,23.92,79,49,1.71,IT,1727427209
532,sao felix do xingu,-6.6447,-51.995,25.25,66,73,0.63,BR,1727427210
533,kuusamo,65.9667,29.1833,7.02,87,0,2.06,FI,1727427213
534,brokopondo,4.75,-55.1667,25.35,86,81,2.82,SR,1727427214
535,key west,24.5557,-81.7826,30.0,87,75,10.8,US,1727427216
536,princeville,45.7668,-61.2985,12.65,98,100,2.57,CA,1727427217
537,fada,7.25,4.0667,24.37,88,40,0.0,NG,1727427218
538,yarmouth,41.7057,-70.2286,16.67,97,100,2.06,US,1727427220
539,medzilaborce,49.2719,21.9007,19.58,68,100,5.72,SK,1727427221
540,port victoria,0.0939,33.9756,25.47,54,41,2.76,KE,1727427222
541,belle fourche,44.6714,-103.8522,16.91,43,0,2.42,US,1727427013
542,ta`u,-14.2336,-169.5144,26.05,77,100,6.19,AS,1727427225
543,pampas,-12.4,-74.9,7.37,88,96,2.01,PE,1727427227
544,timbuktu,16.7735,-3.0074,34.69,35,0,3.02,ML,1727427228
545,thasra,22.8,73.2167,30.78,69,100,2.01,IN,1727427229
546,manggar,-2.8833,108.2667,29.16,69,77,4.42,ID,1727427231
547,bonthe,7.5264,-12.505,26.57,84,100,4.25,SL,1727427232
548,mejit,10.2753,170.8646,28.63,78,17,6.06,MH,1727427234
549,rurrenabaque,-14.4413,-67.5278,20.26,97,96,1.14,BO,1727427235
550,villa de arista,22.65,-100.8333,16.63,91,71,1.54,MX,1727427236
551,machachi,-0.5,-78.5667,7.09,86,100,2.77,EC,1727427238
552,bonyhad,46.2992,18.5302,25.17,47,4,2.27,HU,1727427239
553,slobodskoy,58.7322,50.1772,19.4,26,65,5.11,RU,1727427240
554,minas de marcona,-15.2119,-75.1103,9.92,91,92,4.4,PE,1727427242
